dob,photo_taken,full_path,gender,name,face_location,face_score,second_face_score,celeb_id
702986,2005,02/nm0000002_rm3224279040_1924-9-16_2005.jpg,0,Lauren Bacall,[317.314644801699 88.2626889877039 377.262044870109 148.210089056114],1.666039,0.899461,11516 
702986,2007,02/nm0000002_rm3453524224_1924-9-16_2007.jpg,0,Lauren Bacall,[197.03 72.998 289.408 165.376],2.778305,NaN,11516 
702986,2007,02/nm0000002_rm3487078656_1924-9-16_2007.jpg,0,Lauren Bacall,[274.808812550401 63.3117857258059 344.661821491932 133.164794667337],3.739849,3.190146,11516 
702986,2005,02/nm0000002_rm350394368_1924-9-16_2005.jpg,0,Lauren Bacall,[163.621841391813 88.3782222878991 219.460555719748 144.216936615834],3.461837,2.912147,11516 
702986,2008,02/nm0000002_rm3537671424_1924-9-16_2008.jpg,0,Lauren Bacall,[80.6155961848706 58.7822517708149 145.555629427037 123.722285012982],4.220183,3.544502,11516 
702986,2007,02/nm0000002_rm3587741952_1924-9-16_2007.jpg,0,Lauren Bacall,[1 1 323 485],-Inf,NaN,11516 
702986,1991,02/nm0000002_rm370988544_1924-9-16_1991.jpg,0,Lauren Bacall,[641.937310841228 152.610190786171 978.654240110114 489.327120055057],1.024959,NaN,11516 
702986,2006,02/nm0000002_rm3730086656_1924-9-16_2006.jpg,0,Lauren Bacall,[152.02730196741 46.6740484248639 210.706507085092 105.353253542546],2.682337,NaN,11516 
702986,2006,02/nm0000002_rm3954154240_1924-9-16_2006.jpg,0,Lauren Bacall,[120.160142045285 33.1724023759869 168.538745609266 81.5510059399673],2.278244,NaN,11516 
702986,2010,02/nm0000002_rm4111175424_1924-9-16_2010.jpg,0,Lauren Bacall,[109.138072586278 109.138072586278 270.850181465695 270.850181465695],3.014811,NaN,11516 
702986,2008,02/nm0000002_rm4175205632_1924-9-16_2008.jpg,0,Lauren Bacall,[121.466230545778 66.5079439340605 170.370688496323 115.412401884606],2.364435,2.067179,11516 
702986,1990,02/nm0000002_rm4213815808_1924-9-16_1990.jpg,0,Lauren Bacall,[328.383 197.439 621.984 491.04],3.801102,NaN,11516 
702986,2004,02/nm0000002_rm4258380288_1924-9-16_2004.jpg,0,Lauren Bacall,[1564.88234050732 423.486473844671 1720.87376819907 579.477901536423],4.508300,3.739836,11516 
702986,2004,02/nm0000002_rm4291934720_1924-9-16_2004.jpg,0,Lauren Bacall,[1199.76289357105 294.822751761812 1437.25787228526 532.317730476022],4.037649,1.967432,11516 
702986,1991,02/nm0000002_rm454874624_1924-9-16_1991.jpg,0,Lauren Bacall,[674.667751466918 491.22600106685 1222.94500266712 1039.50325226706],3.661392,1.395288,11516 
702986,1974,02/nm0000002_rm473615360_1924-9-16_1974.jpg,0,Lauren Bacall,[1115.06157357441 560.047286787207 1942.55000375523 1387.53571696802],2.307035,2.085428,11516 
702986,1991,02/nm0000002_rm505206272_1924-9-16_1991.jpg,0,Lauren Bacall,[836.185100213148 280.093700071049 1251.20565031972 695.114250177624],3.454289,NaN,11516 
702986,2004,02/nm0000002_rm634689536_1924-9-16_2004.jpg,0,Lauren Bacall,[69.9328447446768 104.632267117015 131.857805014886 166.557227387224],3.268546,1.223445,11516 
702986,2006,02/nm0000002_rm800626688_1924-9-16_2006.jpg,0,Lauren Bacall,[41.8952879645983 83.1885759291966 227.113083805291 268.406371769889],5.272468,NaN,11516 
702986,2005,02/nm0000002_rm81958912_1924-9-16_2005.jpg,0,Lauren Bacall,[79.6511976823213 79.6511976823213 221.5393535105 221.5393535105],4.723313,NaN,11516 
702986,1991,02/nm0000002_rm991745536_1924-9-16_1991.jpg,0,Lauren Bacall,[800.524595714034 427.902184380818 1277.56255314245 904.940141809238],3.351615,NaN,11516 
706650,1966,03/nm0000003_rm1514206208_1934-9-28_1966.jpg,0,Brigitte Bardot,[1172.954 381.754 1455.808 664.608],1.331063,1.181330,2585 
706650,1963,03/nm0000003_rm1883436032_1934-9-28_1963.jpg,0,Brigitte Bardot,[4.054 652.694 1167.552 1816.192],3.056358,NaN,2585 
706650,1963,03/nm0000003_rm1900213248_1934-9-28_1963.jpg,0,Brigitte Bardot,[3826.98998468361 474.831226189215 4424.8495612126 1072.69080271821],1.885398,NaN,2585 
706650,1963,03/nm0000003_rm2017653760_1934-9-28_1963.jpg,0,Brigitte Bardot,[1 1 2126 4842],-Inf,NaN,2585 
706650,1963,03/nm0000003_rm2034430976_1934-9-28_1963.jpg,0,Brigitte Bardot,[1045.25050068928 350.009500229761 1564.29225103392 869.051250574401],3.776049,NaN,2585 
706650,1963,03/nm0000003_rm2051208192_1934-9-28_1963.jpg,0,Brigitte Bardot,[1017.40429911191 590.017646854266 1495.85328290177 1068.46663064412],1.994542,NaN,2585 
706650,1963,03/nm0000003_rm2067985408_1934-9-28_1963.jpg,0,Brigitte Bardot,[142.605273257639 142.605273257639 560.929093030557 560.929093030557],2.723419,NaN,2585 
706650,1963,03/nm0000003_rm2084762624_1934-9-28_1963.jpg,0,Brigitte Bardot,[1382.52740535052 980.412578789948 1895.68418235696 1493.56935579639],1.664508,1.514502,2585 
706650,1963,03/nm0000003_rm2135094272_1934-9-28_1963.jpg,0,Brigitte Bardot,[1 1 5280 1331],-Inf,NaN,2585 
706650,1963,03/nm0000003_rm2148710400_1934-9-28_1963.jpg,0,Brigitte Bardot,[963.674404711532 295.788012550746 1202.19550588942 534.309113728629],2.341336,NaN,2585 
706650,1963,03/nm0000003_rm2165487616_1934-9-28_1963.jpg,0,Brigitte Bardot,[1337.69078432157 215.641645491452 1576.21188549946 454.162746669335],3.387978,1.889304,2585 
706650,1965,03/nm0000003_rm3244276480_1934-9-28_1965.jpg,0,Brigitte Bardot,[351.878760695881 158.908092313146 429.798306852454 236.82763846972],3.700274,3.573236,2585 
706650,1965,03/nm0000003_rm3261053696_1934-9-28_1965.jpg,0,Brigitte Bardot,[1 1 1023 1023],-Inf,NaN,2585 
706650,1965,03/nm0000003_rm3277830912_1934-9-28_1965.jpg,0,Brigitte Bardot,[193.993668382735 351.878760695881 271.913214539308 429.798306852454],4.102493,3.908717,2585 
706650,1965,03/nm0000003_rm3294608128_1934-9-28_1965.jpg,0,Brigitte Bardot,[312.015 164.703 458.304 310.992],2.996915,1.703865,2585 
706650,1965,03/nm0000003_rm3311385344_1934-9-28_1965.jpg,0,Brigitte Bardot,[245.447630769689 207.843841420506 413.641682841012 376.037893491829],3.810322,2.075256,2585 
706650,1965,03/nm0000003_rm3328162560_1934-9-28_1965.jpg,0,Brigitte Bardot,[264.164820521911 474.678276939439 421.026912835057 631.540369252586],4.177977,1.678258,2585 
706650,1965,03/nm0000003_rm3395271424_1934-9-28_1965.jpg,0,Brigitte Bardot,[99.231 262.911 392.832 556.512],4.094093,3.814743,2585 
706650,1965,03/nm0000003_rm3428825856_1934-9-28_1965.jpg,0,Brigitte Bardot,[246.622032487117 246.622032487117 561.369217113409 561.369217113409],4.260661,NaN,2585 
706650,1965,03/nm0000003_rm3445603072_1934-9-28_1965.jpg,0,Brigitte Bardot,[264.249525444281 245.447630769689 347.835051479942 329.033156805351],2.818464,1.430016,2585 
706650,1965,03/nm0000003_rm3462380288_1934-9-28_1965.jpg,0,Brigitte Bardot,[38.6267893491829 151.438157396732 376.037893491829 488.849261539378],2.642338,2.641190,2585 
706650,1965,03/nm0000003_rm3479157504_1934-9-28_1965.jpg,0,Brigitte Bardot,[255.393426504514 220.307850434926 333.312972661087 298.227396591499],2.465982,2.122637,2585 
706650,1962,03/nm0000003_rm3515201536_1934-9-28_1962.jpg,0,Brigitte Bardot,[1090.76405743207 247.887109742725 1246.75548512382 403.878537434476],4.700462,2.836479,2585 
706650,1962,03/nm0000003_rm3531978752_1934-9-28_1962.jpg,0,Brigitte Bardot,[425.640471433105 143.245490477702 605.132102047293 322.73712109189],3.657507,1.097380,2585 
706650,1962,03/nm0000003_rm3548755968_1934-9-28_1962.jpg,0,Brigitte Bardot,[953.275974844536 542.518440252577 1145.79733333546 735.039798743505],3.076208,1.421411,2585 
706650,1962,03/nm0000003_rm3716528128_1934-9-28_1962.jpg,0,Brigitte Bardot,[1470.02936016517 114.969643089629 1637.36382479961 282.304107724071],3.074215,1.964079,2585 
711882,1978,04/nm0000004_rm1520029184_1949-1-24_1978.jpg,1,John Belushi,[2059.315 1293.995 2416.8 1651.48],3.118805,1.733515,9474 
711882,1978,04/nm0000004_rm1553583616_1949-1-24_1978.jpg,1,John Belushi,[1375.164 689.724 2604.672 1919.232],2.000060,NaN,9474 
711882,1978,04/nm0000004_rm1570360832_1949-1-24_1978.jpg,1,John Belushi,[2435.87713392189 1131.63281815892 2964.19162673401 1659.94731097104],3.834441,NaN,9474 
711882,1978,04/nm0000004_rm1727967232_1949-1-24_1978.jpg,1,John Belushi,[405.469401364862 486.153681637835 1129.57992382161 1210.26420409459],4.389420,NaN,9474 
711882,1978,04/nm0000004_rm1744744448_1949-1-24_1978.jpg,1,John Belushi,[1 1 1381 2048],-Inf,NaN,9474 
711882,1981,04/nm0000004_rm3329471232_1949-1-24_1981.jpg,1,John Belushi,[660.7575846895 397.2737508137 828.092049323943 564.608215448142],2.870853,2.546510,9474 
711882,1981,04/nm0000004_rm3346248448_1949-1-24_1981.jpg,1,John Belushi,[231.424 428.032 524.288 720.896],3.083873,2.877325,9474 
711882,1981,04/nm0000004_rm4168332032_1949-1-24_1981.jpg,1,John Belushi,[1206.91270030788 187.411800047366 1621.93325041446 602.432350153941],4.579114,2.175298,9474 
711882,1981,04/nm0000004_rm4185109248_1949-1-24_1981.jpg,1,John Belushi,[1200.14843603967 344.362410297049 1711.57205148524 855.786025742622],2.990218,2.273285,9474 
711882,1978,04/nm0000004_rm419344384_1949-1-24_1978.jpg,1,John Belushi,[548.38500496554 200.716001805651 993.340009028254 645.671005868365],3.380612,NaN,9474 
711882,1981,04/nm0000004_rm4201886464_1949-1-24_1981.jpg,1,John Belushi,[1286.14025280048 338.357875733459 1559.25487840058 611.472501333562],1.994480,1.785194,9474 
700730,2003,05/nm0000005_rm1521844480_1918-7-14_2003.jpg,1,Ingmar Bergman,[933.604028333039 454.518070904619 1171.09900704725 692.013049618829],1.732930,NaN,7818 
700730,2003,05/nm0000005_rm2697042176_1918-7-14_2003.jpg,1,Ingmar Bergman,[326.660319614238 163.682159807119 380.282372883277 217.304213076159],2.296265,1.803789,7818 
700730,2003,05/nm0000005_rm2713819392_1918-7-14_2003.jpg,1,Ingmar Bergman,[142.727836417334 249.098713730335 221.605994402085 327.976871715086],1.968108,NaN,7818 
700730,2003,05/nm0000005_rm2898368768_1918-7-14_2003.jpg,1,Ingmar Bergman,[222.653408267251 111.678704133625 298.77804959053 187.803345456904],2.421371,NaN,7818 
699680,1969,06/nm0000006_rm1640745984_1915-8-29_1969.jpg,0,Ingrid Bergman,[939.868631878066 599.780402104224 1700.44114886921 1360.35291909537],3.611053,3.278616,7820 
699680,1969,06/nm0000006_rm1691077632_1915-8-29_1969.jpg,0,Ingrid Bergman,[2643.02150590113 1826.7844683603 3202.16068573709 2385.92364819626],2.229223,1.626735,7820 
699680,1969,06/nm0000006_rm1707854848_1915-8-29_1969.jpg,0,Ingrid Bergman,[1266.72168172858 635.507340864291 1972.54481520091 1341.33047433662],3.994846,3.118651,7820 
699680,1969,06/nm0000006_rm1724632064_1915-8-29_1969.jpg,0,Ingrid Bergman,[1430.817 1430.817 2279.808 2279.808],3.070691,2.168198,7820 
699680,1974,06/nm0000006_rm221957120_1915-8-29_1974.jpg,0,Ingrid Bergman,[3173.14469259343 401.040836574179 4059.15207488534 1287.04821886608],4.096431,NaN,7820 
699680,1974,06/nm0000006_rm305843200_1915-8-29_1974.jpg,0,Ingrid Bergman,[1020.12114151746 743.275648376334 1430.36838122915 1153.52288808802],4.521520,3.694407,7820 
699680,1969,06/nm0000006_rm416009216_1915-8-29_1969.jpg,0,Ingrid Bergman,[2753.885 975.229 3476.464 1697.808],3.151374,2.595128,7820 
699680,1969,06/nm0000006_rm432786432_1915-8-29_1969.jpg,0,Ingrid Bergman,[2619.981 956.501 3041.792 1378.312],2.222093,1.030318,7820 
699680,1978,06/nm0000006_rm469283328_1915-8-29_1978.jpg,0,Ingrid Bergman,[1200.14843603967 287.310008580874 1711.57205148524 798.733624026447],3.472309,1.327453,7820 
702820,1972,08/nm0000008_rm1221625088_1924-4-3_1972.jpg,1,Marlon Brando,[1 1 1023 878],-Inf,NaN,12843 
702820,1972,08/nm0000008_rm1238402304_1924-4-3_1972.jpg,1,Marlon Brando,[325.092866244919 232.501475889228 740.73112284553 648.139732489839],4.157367,NaN,12843 
702820,1972,08/nm0000008_rm1271956736_1924-4-3_1972.jpg,1,Marlon Brando,[1 1 722 1023],-Inf,NaN,12843 
702820,1972,08/nm0000008_rm1288733952_1924-4-3_1972.jpg,1,Marlon Brando,[1 1 818 1023],-Inf,NaN,12843 
702820,1972,08/nm0000008_rm1322288384_1924-4-3_1972.jpg,1,Marlon Brando,[509.612599593165 249.115487606422 620.231219016055 359.734107029312],2.110142,NaN,12843 
702820,1972,08/nm0000008_rm1355842816_1924-4-3_1972.jpg,1,Marlon Brando,[286.006432400619 257.508089160557 541.468521561176 512.970178321114],2.450905,NaN,12843 
702820,1972,08/nm0000008_rm1389397248_1924-4-3_1972.jpg,1,Marlon Brando,[533.423494545225 325.092866244919 636.565808695378 428.235180395072],2.570489,2.146851,12843 
702820,1972,08/nm0000008_rm1422951680_1924-4-3_1972.jpg,1,Marlon Brando,[230.175 508.431 376.464 654.72],1.683527,NaN,12843 
702820,1972,08/nm0000008_rm1439728896_1924-4-3_1972.jpg,1,Marlon Brando,[38.6267893491829 377.060893491829 376.037893491829 714.471997634476],1.755741,1.191230,12843 
702820,1972,08/nm0000008_rm1456506112_1924-4-3_1972.jpg,1,Marlon Brando,[1 1 1023 804],-Inf,NaN,12843 
702820,1972,08/nm0000008_rm1560581632_1924-4-3_1972.jpg,1,Marlon Brando,[124.405940448343 276.41325176938 209.010053066426 361.017364387464],1.265302,NaN,12843 
702820,1972,08/nm0000008_rm1607501056_1924-4-3_1972.jpg,1,Marlon Brando,[1 1 550 1023],-Inf,NaN,12843 
702820,1963,08/nm0000008_rm1906085376_1924-4-3_1963.jpg,1,Marlon Brando,[1 1 271 400],-Inf,NaN,12843 
702820,1963,08/nm0000008_rm1922862592_1924-4-3_1963.jpg,1,Marlon Brando,[120.542711636329 46.2800806233633 171.375302337612 97.112671324647],2.270052,NaN,12843 
702820,1963,08/nm0000008_rm1939639808_1924-4-3_1963.jpg,1,Marlon Brando,[96.8521117355915 64.7620744903943 192.540223471183 160.450186225986],1.690936,NaN,12843 
702820,1963,08/nm0000008_rm1956417024_1924-4-3_1963.jpg,1,Marlon Brando,[69.3685006624072 23.5108335541357 171.966251656018 126.108584547746],2.035107,NaN,12843 
702820,1963,08/nm0000008_rm1989971456_1924-4-3_1963.jpg,1,Marlon Brando,[115.226167770679 69.3685006624072 217.823918764289 171.966251656018],3.524728,NaN,12843 
702820,1963,08/nm0000008_rm2107411968_1924-4-3_1963.jpg,1,Marlon Brando,[1 1 291 400],-Inf,NaN,12843 
702820,1963,08/nm0000008_rm2124189184_1924-4-3_1963.jpg,1,Marlon Brando,[1 1 260 400],-Inf,NaN,12843 
702820,1963,08/nm0000008_rm2140966400_1924-4-3_1963.jpg,1,Marlon Brando,[1 1 296 400],-Inf,NaN,12843 
702820,2001,08/nm0000008_rm2149357568_1924-4-3_2001.jpg,1,Marlon Brando,[1 1 307 450],-Inf,NaN,12843 
702820,1996,08/nm0000008_rm2191825152_1924-4-3_1996.jpg,1,Marlon Brando,[183.028473397264 91.9522366986319 387.074005969186 295.997769270554],1.406958,NaN,12843 
702820,1990,08/nm0000008_rm2282458624_1924-4-3_1990.jpg,1,Marlon Brando,[244.100840818917 445.811541501348 605.132102047293 806.842802729724],2.786179,2.088275,12843 
702820,2010,08/nm0000008_rm2318828288_1924-4-3_2010.jpg,1,Marlon Brando,[491.375120055057 303.172381572343 828.092049323942 639.889310841228],4.191880,NaN,12843 
702820,1990,08/nm0000008_rm2332790272_1924-4-3_1990.jpg,1,Marlon Brando,[1194.05601083391 548.38500496554 1639.01101489662 993.340009028254],5.898059,4.549363,12843 
702820,1990,08/nm0000008_rm2349567488_1924-4-3_1990.jpg,1,Marlon Brando,[1091.28578368513 123.074420409459 1452.3170449135 484.105681637835],3.098519,NaN,12843 
702820,1990,08/nm0000008_rm2450230784_1924-4-3_1990.jpg,1,Marlon Brando,[133.12 264.192 1310.72 1441.792],2.374865,NaN,12843 
702820,1994,08/nm0000008_rm2514467328_1924-4-3_1994.jpg,1,Marlon Brando,[836.185100213148 141.070850035525 1251.20565031972 556.091400142099],1.967389,NaN,12843 
702820,1990,08/nm0000008_rm2517339648_1924-4-3_1990.jpg,1,Marlon Brando,[854.016 231.424 1146.88 524.288],3.377054,2.558268,12843 
702820,1990,08/nm0000008_rm2534116864_1924-4-3_1990.jpg,1,Marlon Brando,[511.798450130257 141.070850035525 926.819000236831 556.091400142099],1.953059,NaN,12843 
702820,1966,08/nm0000008_rm2733021440_1924-4-3_1966.jpg,1,Marlon Brando,[244.224136076955 169.370555745585 411.69469182254 336.841111491169],0.912246,NaN,12843 
702820,1979,08/nm0000008_rm2761392384_1924-4-3_1979.jpg,1,Marlon Brando,[1 1 1397 2048],-Inf,NaN,12843 
702820,1967,08/nm0000008_rm2781387008_1924-4-3_1967.jpg,1,Marlon Brando,[326.769132611033 41.6773915763791 399.128437448516 114.036696413862],4.179531,3.532786,12843 
702820,1977,08/nm0000008_rm3007484416_1924-4-3_1977.jpg,1,Marlon Brando,[306.930730040215 86.3884444112602 361.444301447454 140.902015818499],2.319720,1.811760,12843 
702820,2011,08/nm0000008_rm3037179904_1924-4-3_2011.jpg,1,Marlon Brando,[554.88 216.96 829.44 491.52],3.919425,3.840584,12843 
702820,1964,08/nm0000008_rm3248131584_1924-4-3_1964.jpg,1,Marlon Brando,[111.737127128022 229.10553909649 166.786690692033 284.155102660501],2.438709,NaN,12843 
702820,1990,08/nm0000008_rm3336483584_1924-4-3_1990.jpg,1,Marlon Brando,[812.587115013452 153.838021565022 1266.82517970852 608.076086260089],2.975978,2.724830,12843 
702820,1996,08/nm0000008_rm3365452288_1924-4-3_1996.jpg,1,Marlon Brando,[1756.93109593715 607.180102047293 1936.42272655134 786.671732661481],3.289403,2.211234,12843 
702820,1996,08/nm0000008_rm3533224448_1924-4-3_1996.jpg,1,Marlon Brando,[1 1 1342 2048],-Inf,NaN,12843 
702820,1976,08/nm0000008_rm3626613248_1924-4-3_1976.jpg,1,Marlon Brando,[472.398726452202 224.30623884578 694.658965297981 446.566477691559],1.750965,NaN,12843 
702820,1976,08/nm0000008_rm3643390464_1924-4-3_1976.jpg,1,Marlon Brando,[314.504775640681 115.016372960248 569.966864801238 370.478462120805],3.685685,NaN,12843 
702820,1976,08/nm0000008_rm3693722112_1924-4-3_1976.jpg,1,Marlon Brando,[158.908092313146 562.39221711341 315.770184626293 719.254309426556],1.681431,NaN,12843 
702820,2001,08/nm0000008_rm3703158272_1924-4-3_2001.jpg,1,Marlon Brando,[1319.467169379 340.812929268886 1656.18409864789 677.529858537771],3.121699,2.306451,12843 
702820,1976,08/nm0000008_rm3744053760_1924-4-3_1976.jpg,1,Marlon Brando,[142.082602303407 172.309659939851 231.74077521274 261.967832849185],2.432231,0.742024,12843 
702820,1994,08/nm0000008_rm3772758528_1924-4-3_1994.jpg,1,Marlon Brando,[889.575083002697 566.837961910807 1250.60634423107 927.869223139183],3.996594,3.645155,12843 
702820,1972,08/nm0000008_rm3913711872_1924-4-3_1972.jpg,1,Marlon Brando,[627.650825159861 164.241325041445 834.137100213148 370.727600094733],4.400981,3.966252,12843 
702820,1972,08/nm0000008_rm3930489088_1924-4-3_1972.jpg,1,Marlon Brando,[1001.472 264.192 1146.88 409.6],3.675565,2.948613,12843 
702820,1972,08/nm0000008_rm3947266304_1924-4-3_1972.jpg,1,Marlon Brando,[980.404002133699 552.373251200206 1528.68125333391 1100.65050240041],4.119179,NaN,12843 
702820,1972,08/nm0000008_rm3980820736_1924-4-3_1972.jpg,1,Marlon Brando,[399.384003611302 598.052005416953 1291.34201173673 1490.01001354238],2.995107,NaN,12843 
702820,1994,08/nm0000008_rm4007639552_1924-4-3_1994.jpg,1,Marlon Brando,[1286.14025280048 368.931500800137 1834.41750400069 917.208752000343],2.843006,1.819180,12843 
702820,1994,08/nm0000008_rm4024416768_1924-4-3_1994.jpg,1,Marlon Brando,[566.837961910807 728.206522456752 1290.94848436756 1452.3170449135],2.032451,NaN,12843 
702820,1990,08/nm0000008_rm4175344384_1924-4-3_1990.jpg,1,Marlon Brando,[237.601025539151 190.397020431321 660.856071509622 613.652066401792],2.350442,NaN,12843 
702820,1979,08/nm0000008_rm4215191808_1924-4-3_1979.jpg,1,Marlon Brando,[1 1 869 2048],-Inf,NaN,12843 
702820,1990,08/nm0000008_rm4242453248_1924-4-3_1990.jpg,1,Marlon Brando,[1 1 1286 1826],-Inf,NaN,12843 
702820,1978,08/nm0000008_rm490523648_1924-4-3_1978.jpg,1,Marlon Brando,[1822.509 973.773 2091.528 1242.792],3.311577,NaN,12843 
702820,1996,08/nm0000008_rm790334976_1924-4-3_1996.jpg,1,Marlon Brando,[1102.69850240041 368.931500800137 1650.97575360062 917.208752000343],2.094472,NaN,12843 
703406,1963,09/nm0000009_rm0447488_1925-11-10_1963.jpg,1,Richard Burton,[318.126855383503 283.006982563114 632.157710767007 597.037837946617],1.672823,NaN,16059 
703406,1963,09/nm0000009_rm117888000_1925-11-10_1963.jpg,1,Richard Burton,[1067.88985027236 372.775600094733 1482.91040037893 787.796150201307],5.105284,NaN,16059 
703406,1972,09/nm0000009_rm1220450816_1925-11-10_1972.jpg,1,Richard Burton,[230.076344856372 142.771070625373 327.394778366246 240.089504135247],3.654907,3.130649,16059 
703406,1968,09/nm0000009_rm1495773184_1925-11-10_1968.jpg,1,Richard Burton,[1091.47988626137 261.396925300327 1556.40555180196 726.322590840917],4.763899,2.082721,16059 
703406,1978,09/nm0000009_rm1664928768_1925-11-10_1978.jpg,1,Richard Burton,[1597.798912254 285.948194109581 1826.30198016184 514.451262017421],3.126619,2.938472,16059 
703406,1963,09/nm0000009_rm17224704_1925-11-10_1963.jpg,1,Richard Burton,[1021.54890026051 604.480350153941 1436.56945036709 1019.50090026051],4.181152,3.337773,16059 
703406,1966,09/nm0000009_rm1765715968_1925-11-10_1966.jpg,1,Richard Burton,[1 1 1559 2000],-Inf,NaN,16059 
703406,1966,09/nm0000009_rm1849602048_1925-11-10_1966.jpg,1,Richard Burton,[1 1 2040 1998],-Inf,NaN,16059 
703406,1966,09/nm0000009_rm1866379264_1925-11-10_1966.jpg,1,Richard Burton,[822.98964228431 662.802980375177 1001.16663693209 840.979975022952],2.699385,2.353331,16059 
703406,1963,09/nm0000009_rm2221316352_1925-11-10_1963.jpg,1,Richard Burton,[159.3 87.3 288 216],2.584112,NaN,16059 
703406,1963,09/nm0000009_rm2271648000_1925-11-10_1963.jpg,1,Richard Burton,[184.182077683553 102.723376490863 366.564155367106 285.105454174416],2.190958,NaN,16059 
703406,1963,09/nm0000009_rm2425261056_1925-11-10_1963.jpg,1,Richard Burton,[481.13395742842 268.206865238011 958.17191485684 745.244822666431],1.671424,NaN,16059 
